year,month,era,key_event,category,mental_state,intensity,source,track_theme,_themes_list,matched_themes,matched_tracks,n_tracks,event_coef_mean,event_coef_median,event_coef_min,event_coef_max,matched_themes_str,matched_tracks_str
2015,3,Pablo Era,Birth of son Saint West,family,joy,5,Guardian,"fatherhood, legacy, regret","['fatherhood', 'legacy', 'regret']","['fatherhood', 'legacy', 'regret']","[{'track': np.float64(85.0), 'coef': 74.0}, {'track': np.float64(128.0), 'coef': 65.0}, {'track': np.float64(161.0), 'coef': 59.0}, {'track': np.float64(165.0), 'coef': 59.0}, {'track': np.float64(185.0), 'coef': 46.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(194.0), 'coef': 43.0}, {'track': np.float64(205.0), 'coef': 43.0}]",8,54.375,52.5,43.0,74.0,"fatherhood, legacy, regret",85.0 (74.000); 128.0 (65.000); 161.0 (59.000); 165.0 (59.000); 185.0 (46.000); 187.0 (46.000); 194.0 (43.000); 205.0 (43.000)
2015,4,Pablo Era,Recording with Paul McCartney,music,creative_peak,3,RollingStone,"drugs, addiction, music, criticism of the authorities","['drugs', 'addiction', 'music', 'criticism of the authorities']","['drugs', 'addiction', 'music', 'criticism of the authorities']","[{'track': np.float64(27.0), 'coef': 84.0}, {'track': np.float64(28.0), 'coef': 84.0}, {'track': np.float64(31.0), 'coef': 84.0}, {'track': np.float64(96.0), 'coef': 83.0}, {'track': np.float64(1.0), 'coef': 81.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(13.0), 'coef': 81.0}]",7,82.57142857142857,83.0,81.0,84.0,"drugs, addiction, music, criticism of the authorities",27.0 (84.000); 28.0 (84.000); 31.0 (84.000); 96.0 (83.000); 1.0 (81.000); 6.0 (81.000); 13.0 (81.000)
2015,5,Pablo Era,Quiet family period,personal,neutral,1,Guardian,"separation, longing, co-parenting","['separation', 'longing', 'co-parenting']","['separation', 'longing', 'co-parenting']","[{'track': np.float64(64.0), 'coef': 74.0}, {'track': np.float64(148.0), 'coef': 59.0}, {'track': np.float64(159.0), 'coef': 59.0}, {'track': np.float64(174.0), 'coef': 46.0}, {'track': np.float64(194.0), 'coef': 43.0}]",5,56.2,59.0,43.0,74.0,"separation, longing, co-parenting",64.0 (74.000); 148.0 (59.000); 159.0 (59.000); 174.0 (46.000); 194.0 (43.000)
2015,6,Pablo Era,Yeezy Season 2 development,fashion,neutral,2,Forbes,"flexing, style, ego","['flexing', 'style', 'ego']","['flexing', 'style', 'ego']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}]",14,63.357142857142854,62.0,43.0,91.0,"flexing, style, ego",69.0 (91.000); 72.0 (91.000); 131.0 (84.000); 47.0 (76.000); 48.0 (76.000); 122.0 (65.000); 124.0 (65.000); 155.0 (59.000); 172.0 (59.000); 177.0 (46.000); 189.0 (46.000); 190.0 (43.000); 201.0 (43.000); 204.0 (43.000)
2015,7,Pablo Era,Studio work intensifies,music,creative_peak,4,Pitchfork,"ambition, validation, progress","['ambition', 'validation', 'progress']","['ambition', 'validation', 'progress']","[{'track': np.float64(58.0), 'coef': 74.0}, {'track': np.float64(84.0), 'coef': 74.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(196.0), 'coef': 43.0}, {'track': np.float64(211.0), 'coef': 40.0}, {'track': np.float64(220.0), 'coef': 40.0}]",6,52.333333333333336,43.0,40.0,74.0,"ambition, validation, progress",58.0 (74.000); 84.0 (74.000); 190.0 (43.000); 196.0 (43.000); 211.0 (40.000); 220.0 (40.000)
2015,8,Pablo Era,MTV Vanguard Award speech,public,chaotic,4,Variety,"tribute, legacy","['tribute', 'legacy']","['tribute', 'legacy']","[{'track': np.float64(85.0), 'coef': 74.0}, {'track': np.float64(161.0), 'coef': 59.0}, {'track': np.float64(165.0), 'coef': 59.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(205.0), 'coef': 43.0}]",5,56.2,59.0,43.0,74.0,"tribute, legacy",85.0 (74.000); 161.0 (59.000); 165.0 (59.000); 187.0 (46.000); 205.0 (43.000)
2015,9,Pablo Era,Kanye announces presidential run 2020,public,mania_like,4,Guardian,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2015,10,Pablo Era,Work on Waves/Swish,music,creative_peak,3,Billboard,"grind, persistence, momentum","['grind', 'persistence', 'momentum']","['grind', 'persistence', 'momentum']","[{'track': np.float64(133.0), 'coef': 84.0}, {'track': np.float64(219.0), 'coef': 40.0}]",2,62.0,62.0,40.0,84.0,"grind, persistence, momentum",133.0 (84.000); 219.0 (40.000)
2015,11,Pablo Era,Announces new album title,music,neutral,2,RollingStone,"triumph, celebration","['triumph', 'celebration']","['triumph', 'celebration']","[{'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(20.0), 'coef': 81.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(46.0), 'coef': 76.0}, {'track': np.float64(52.0), 'coef': 76.0}, {'track': np.float64(180.0), 'coef': 46.0}, {'track': np.float64(187.0), 'coef': 46.0}]",7,69.42857142857143,76.0,46.0,84.0,"triumph, celebration",37.0 (84.000); 20.0 (81.000); 111.0 (77.000); 46.0 (76.000); 52.0 (76.000); 180.0 (46.000); 187.0 (46.000)
2015,12,Pablo Era,Finishing work on TLOP,music,creative_peak,4,Pitchfork,"ambition, validation, progress","['ambition', 'validation', 'progress']","['ambition', 'validation', 'progress']","[{'track': np.float64(58.0), 'coef': 74.0}, {'track': np.float64(84.0), 'coef': 74.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(196.0), 'coef': 43.0}, {'track': np.float64(211.0), 'coef': 40.0}, {'track': np.float64(220.0), 'coef': 40.0}]",6,52.333333333333336,43.0,40.0,74.0,"ambition, validation, progress",58.0 (74.000); 84.0 (74.000); 190.0 (43.000); 196.0 (43.000); 211.0 (40.000); 220.0 (40.000)
2016,1,Pablo Era,Releases Facts,music,neutral,2,Billboard,"proclamation, faith","['proclamation', 'faith']","['proclamation', 'faith']","[{'track': np.float64(135.0), 'coef': 84.0}, {'track': np.float64(22.0), 'coef': 84.0}, {'track': np.float64(7.0), 'coef': 81.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(19.0), 'coef': 81.0}, {'track': np.float64(18.0), 'coef': 81.0}, {'track': np.float64(102.0), 'coef': 77.0}, {'track': np.float64(112.0), 'coef': 77.0}, {'track': np.float64(121.0), 'coef': 77.0}, {'track': np.float64(149.0), 'coef': 59.0}, {'track': np.float64(152.0), 'coef': 59.0}, {'track': np.float64(157.0), 'coef': 59.0}, {'track': np.float64(162.0), 'coef': 59.0}, {'track': np.float64(137.0), 'coef': 54.0}, {'track': np.float64(143.0), 'coef': 54.0}, {'track': np.float64(146.0), 'coef': 54.0}, {'track': np.float64(186.0), 'coef': 46.0}]",17,68.6470588235294,77.0,46.0,84.0,"proclamation, faith",135.0 (84.000); 22.0 (84.000); 7.0 (81.000); 6.0 (81.000); 19.0 (81.000); 18.0 (81.000); 102.0 (77.000); 112.0 (77.000); 121.0 (77.000); 149.0 (59.000); 152.0 (59.000); 157.0 (59.000); 162.0 (59.000); 137.0 (54.000); 143.0 (54.000); 146.0 (54.000); 186.0 (46.000)
2016,1,Pablo Era,Twitter feud with Wiz Khalifa,public,mania_like,4,Twitter,"conflict, ego, retaliation","['conflict', 'ego', 'retaliation']","['conflict', 'ego', 'retaliation']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(91.0), 'coef': 74.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(156.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(171.0), 'coef': 59.0}, {'track': np.float64(170.0), 'coef': 59.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(154.0), 'coef': 59.0}, {'track': np.float64(148.0), 'coef': 59.0}, {'track': np.float64(138.0), 'coef': 54.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(193.0), 'coef': 43.0}, {'track': np.float64(198.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}]",24,61.666666666666664,59.0,43.0,91.0,"conflict, ego, retaliation",69.0 (91.000); 72.0 (91.000); 33.0 (84.000); 131.0 (84.000); 48.0 (76.000); 47.0 (76.000); 91.0 (74.000); 122.0 (65.000); 124.0 (65.000); 156.0 (59.000); 172.0 (59.000); 171.0 (59.000); 170.0 (59.000); 155.0 (59.000); 154.0 (59.000); 148.0 (59.000); 138.0 (54.000); 177.0 (46.000); 189.0 (46.000); 190.0 (43.000); 193.0 (43.000); 198.0 (43.000); 201.0 (43.000); 204.0 (43.000)
2016,2,Pablo Era,Release of The Life of Pablo,music,creative_peak,5,Pitchfork,"success, excess, escapism","['success', 'excess', 'escapism']","['success', 'excess', 'escapism']","[{'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(76.0), 'coef': 91.0}, {'track': np.float64(34.0), 'coef': 84.0}, {'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(26.0), 'coef': 84.0}, {'track': np.float64(9.0), 'coef': 81.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(49.0), 'coef': 76.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(46.0), 'coef': 76.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(82.0), 'coef': 74.0}, {'track': np.float64(83.0), 'coef': 74.0}, {'track': np.float64(192.0), 'coef': 43.0}, {'track': np.float64(213.0), 'coef': 40.0}]",18,76.44444444444444,76.5,40.0,91.0,"success, excess, escapism",72.0 (91.000); 67.0 (91.000); 76.0 (91.000); 34.0 (84.000); 37.0 (84.000); 131.0 (84.000); 26.0 (84.000); 9.0 (81.000); 111.0 (77.000); 49.0 (76.000); 48.0 (76.000); 47.0 (76.000); 46.0 (76.000); 81.0 (74.000); 82.0 (74.000); 83.0 (74.000); 192.0 (43.000); 213.0 (40.000)
2016,3,Pablo Era,Major updates to TLOP streaming,music,chaotic,3,Variety,"tribute, legacy","['tribute', 'legacy']","['tribute', 'legacy']","[{'track': np.float64(85.0), 'coef': 74.0}, {'track': np.float64(161.0), 'coef': 59.0}, {'track': np.float64(165.0), 'coef': 59.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(205.0), 'coef': 43.0}]",5,56.2,59.0,43.0,74.0,"tribute, legacy",85.0 (74.000); 161.0 (59.000); 165.0 (59.000); 187.0 (46.000); 205.0 (43.000)
2016,3,Pablo Era,Famous lyric backlash controversy,public,chaotic,5,Billboard,"drugs, addiction, music, criticism of the authorities","['drugs', 'addiction', 'music', 'criticism of the authorities']","['drugs', 'addiction', 'music', 'criticism of the authorities']","[{'track': np.float64(27.0), 'coef': 84.0}, {'track': np.float64(28.0), 'coef': 84.0}, {'track': np.float64(31.0), 'coef': 84.0}, {'track': np.float64(96.0), 'coef': 83.0}, {'track': np.float64(1.0), 'coef': 81.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(13.0), 'coef': 81.0}]",7,82.57142857142857,83.0,81.0,84.0,"drugs, addiction, music, criticism of the authorities",27.0 (84.000); 28.0 (84.000); 31.0 (84.000); 96.0 (83.000); 1.0 (81.000); 6.0 (81.000); 13.0 (81.000)
2016,4,Pablo Era,Intense tweetstorms,public,chaotic,4,Guardian,"chaos, fame, consequences","['chaos', 'fame', 'consequences']","['chaos', 'fame', 'consequences']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",19,68.63157894736842,76.0,40.0,91.0,"chaos, fame, consequences",67.0 (91.000); 69.0 (91.000); 71.0 (91.000); 33.0 (84.000); 129.0 (84.000); 105.0 (77.000); 119.0 (77.000); 109.0 (77.000); 106.0 (77.000); 50.0 (76.000); 53.0 (76.000); 87.0 (74.000); 66.0 (74.000); 181.0 (46.000); 199.0 (43.000); 200.0 (43.000); 201.0 (43.000); 209.0 (40.000); 213.0 (40.000)
2016,5,Pablo Era,Yeezy Season 3 fallout,fashion,chaotic,3,Forbes,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2016,6,Pablo Era,Saint Pablo Tour begins,music,creative_peak,4,Billboard,"exploration, escape, adventure","['exploration', 'escape', 'adventure']","['exploration', 'escape', 'adventure']","[{'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(159.0), 'coef': 59.0}, {'track': np.float64(208.0), 'coef': 40.0}]",4,64.25,66.5,40.0,84.0,"exploration, escape, adventure",39.0 (84.000); 81.0 (74.000); 159.0 (59.000); 208.0 (40.000)
2016,7,Pablo Era,Taylor Swift phone call controversy,scandal,public_controversy,4,NYTimes,"conflict, reputation, pressure","['conflict', 'reputation', 'pressure']","['conflict', 'reputation', 'pressure']","[{'track': np.float64(30.0), 'coef': 84.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(41.0), 'coef': 84.0}, {'track': np.float64(56.0), 'coef': 74.0}, {'track': np.float64(91.0), 'coef': 74.0}, {'track': np.float64(148.0), 'coef': 59.0}, {'track': np.float64(154.0), 'coef': 59.0}, {'track': np.float64(156.0), 'coef': 59.0}, {'track': np.float64(170.0), 'coef': 59.0}, {'track': np.float64(138.0), 'coef': 54.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(193.0), 'coef': 43.0}, {'track': np.float64(198.0), 'coef': 43.0}]",13,63.23076923076923,59.0,43.0,84.0,"conflict, reputation, pressure",30.0 (84.000); 33.0 (84.000); 41.0 (84.000); 56.0 (74.000); 91.0 (74.000); 148.0 (59.000); 154.0 (59.000); 156.0 (59.000); 170.0 (59.000); 138.0 (54.000); 189.0 (46.000); 193.0 (43.000); 198.0 (43.000)
2016,8,Pablo Era,High energy performances,music,mania_like,4,RollingStone,"flexing, style, ego","['flexing', 'style', 'ego']","['flexing', 'style', 'ego']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}]",14,63.357142857142854,62.0,43.0,91.0,"flexing, style, ego",69.0 (91.000); 72.0 (91.000); 131.0 (84.000); 47.0 (76.000); 48.0 (76.000); 122.0 (65.000); 124.0 (65.000); 155.0 (59.000); 172.0 (59.000); 177.0 (46.000); 189.0 (46.000); 190.0 (43.000); 201.0 (43.000); 204.0 (43.000)
2016,9,Pablo Era,Saint Pablo stage incident,public,chaotic,4,Variety,"chaos, spectacle, ego","['chaos', 'spectacle', 'ego']","['chaos', 'spectacle', 'ego']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}]",21,63.904761904761905,65.0,40.0,91.0,"chaos, spectacle, ego",69.0 (91.000); 71.0 (91.000); 72.0 (91.000); 131.0 (84.000); 129.0 (84.000); 109.0 (77.000); 48.0 (76.000); 47.0 (76.000); 87.0 (74.000); 124.0 (65.000); 122.0 (65.000); 155.0 (59.000); 172.0 (59.000); 177.0 (46.000); 181.0 (46.000); 189.0 (46.000); 190.0 (43.000); 199.0 (43.000); 201.0 (43.000); 204.0 (43.000); 209.0 (40.000)
2016,10,Pablo Era,Kardashian robbery,personal,stress,4,Guardian,"money, girl, commercialism","['money', 'girl', 'commercialism']","['money', 'girl', 'commercialism']","[{'track': np.float64(24.0), 'coef': 84.0}, {'track': np.float64(8.0), 'coef': 81.0}, {'track': np.float64(10.0), 'coef': 81.0}, {'track': np.float64(13.0), 'coef': 81.0}, {'track': np.float64(108.0), 'coef': 77.0}]",5,80.8,81.0,77.0,84.0,"money, girl, commercialism",24.0 (84.000); 8.0 (81.000); 10.0 (81.000); 13.0 (81.000); 108.0 (77.000)
2016,11,Pablo Era,Saint Pablo Tour cancelled,health,depressive_low,5,NYTimes,"college expulsion, drug propaganda","['college expulsion', 'drug propaganda']","['college expulsion', 'drug propaganda']","[{'track': np.float64(2.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"college expulsion, drug propaganda",2.0 (81.000)
2016,12,Pablo Era,Hospitalization (exhaustion),health,depressive_low,5,TMZ,"emotional collapse, burnout","['emotional collapse', 'burnout']","['emotional collapse', 'burnout']","[{'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(218.0), 'coef': 40.0}]",2,40.0,40.0,40.0,40.0,"emotional collapse, burnout",209.0 (40.000); 218.0 (40.000)
2017,1,Post-Pablo Era,Recovery from hospitalization,health,depressive_low,4,Guardian,"injury, recovery, perseverance, faith","['injury', 'recovery', 'perseverance', 'faith']","['injury', 'recovery', 'perseverance', 'faith']","[{'track': np.float64(135.0), 'coef': 84.0}, {'track': np.float64(22.0), 'coef': 84.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(18.0), 'coef': 81.0}, {'track': np.float64(19.0), 'coef': 81.0}, {'track': np.float64(7.0), 'coef': 81.0}, {'track': np.float64(102.0), 'coef': 77.0}, {'track': np.float64(112.0), 'coef': 77.0}, {'track': np.float64(121.0), 'coef': 77.0}, {'track': np.float64(44.0), 'coef': 76.0}, {'track': np.float64(58.0), 'coef': 74.0}, {'track': np.float64(126.0), 'coef': 65.0}, {'track': np.float64(149.0), 'coef': 59.0}, {'track': np.float64(152.0), 'coef': 59.0}, {'track': np.float64(157.0), 'coef': 59.0}, {'track': np.float64(162.0), 'coef': 59.0}, {'track': np.float64(170.0), 'coef': 59.0}, {'track': np.float64(137.0), 'coef': 54.0}, {'track': np.float64(143.0), 'coef': 54.0}, {'track': np.float64(146.0), 'coef': 54.0}, {'track': np.float64(186.0), 'coef': 46.0}]",21,68.61904761904762,74.0,46.0,84.0,"injury, recovery, perseverance, faith",135.0 (84.000); 22.0 (84.000); 6.0 (81.000); 18.0 (81.000); 19.0 (81.000); 7.0 (81.000); 102.0 (77.000); 112.0 (77.000); 121.0 (77.000); 44.0 (76.000); 58.0 (74.000); 126.0 (65.000); 149.0 (59.000); 152.0 (59.000); 157.0 (59.000); 162.0 (59.000); 170.0 (59.000); 137.0 (54.000); 143.0 (54.000); 146.0 (54.000); 186.0 (46.000)
2017,2,Post-Pablo Era,Quiet month,personal,neutral,1,--,"mourning, remembrance","['mourning', 'remembrance']","['mourning', 'remembrance']","[{'track': np.float64(65.0), 'coef': 74.0}, {'track': np.float64(147.0), 'coef': 59.0}]",2,66.5,66.5,59.0,74.0,"mourning, remembrance",65.0 (74.000); 147.0 (59.000)
2017,3,Post-Pablo Era,Fashion collaborations,fashion,neutral,2,Forbes,"chaos, identity, fame","['chaos', 'identity', 'fame']","['chaos', 'identity', 'fame']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(78.0), 'coef': 91.0}, {'track': np.float64(79.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(191.0), 'coef': 43.0}, {'track': np.float64(195.0), 'coef': 43.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}, {'track': np.float64(221.0), 'coef': 40.0}]",24,67.16666666666667,76.0,40.0,91.0,"chaos, identity, fame",67.0 (91.000); 69.0 (91.000); 71.0 (91.000); 78.0 (91.000); 79.0 (91.000); 33.0 (84.000); 129.0 (84.000); 105.0 (77.000); 119.0 (77.000); 106.0 (77.000); 109.0 (77.000); 50.0 (76.000); 53.0 (76.000); 87.0 (74.000); 66.0 (74.000); 181.0 (46.000); 191.0 (43.000); 195.0 (43.000); 199.0 (43.000); 200.0 (43.000); 201.0 (43.000); 209.0 (40.000); 213.0 (40.000); 221.0 (40.000)
2017,4,Post-Pablo Era,Recording in Wyoming begins,music,creative_peak,3,Pitchfork,"intro, start","['intro', 'start']","['intro', 'start']","[{'track': np.float64(21.0), 'coef': 84.0}, {'track': np.float64(0.0), 'coef': 81.0}]",2,82.5,82.5,81.0,84.0,"intro, start",21.0 (84.000); 0.0 (81.000)
2017,5,Post-Pablo Era,Family time,personal,neutral,1,Guardian,"affection, reconciliation","['affection', 'reconciliation']","['affection', 'reconciliation']","[{'track': np.float64(101.0), 'coef': 83.0}, {'track': np.float64(166.0), 'coef': 59.0}, {'track': np.float64(178.0), 'coef': 46.0}]",3,62.666666666666664,59.0,46.0,83.0,"affection, reconciliation",101.0 (83.000); 166.0 (59.000); 178.0 (46.000)
2017,6,Post-Pablo Era,Minimal public presence,personal,neutral,1,--,"fame, identity, isolation","['fame', 'identity', 'isolation']","['fame', 'identity', 'isolation']","[{'track': np.float64(79.0), 'coef': 91.0}, {'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(78.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(59.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(191.0), 'coef': 43.0}, {'track': np.float64(195.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(213.0), 'coef': 40.0}, {'track': np.float64(221.0), 'coef': 40.0}]",19,69.73684210526316,76.0,40.0,91.0,"fame, identity, isolation",79.0 (91.000); 67.0 (91.000); 78.0 (91.000); 71.0 (91.000); 69.0 (91.000); 33.0 (84.000); 105.0 (77.000); 106.0 (77.000); 119.0 (77.000); 53.0 (76.000); 50.0 (76.000); 66.0 (74.000); 59.0 (74.000); 181.0 (46.000); 191.0 (43.000); 195.0 (43.000); 200.0 (43.000); 213.0 (40.000); 221.0 (40.000)
2017,7,Post-Pablo Era,Yeezy Season expansions,fashion,neutral,2,Forbes,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2017,7,Post-Pablo Era,Break with Tidal / tension with Jay-Z,business,stress,3,Pitchfork,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2017,8,Post-Pablo Era,Wyoming creative camp,music,creative_peak,4,Pitchfork,"exploration, escape, adventure","['exploration', 'escape', 'adventure']","['exploration', 'escape', 'adventure']","[{'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(159.0), 'coef': 59.0}, {'track': np.float64(208.0), 'coef': 40.0}]",4,64.25,66.5,40.0,84.0,"exploration, escape, adventure",39.0 (84.000); 81.0 (74.000); 159.0 (59.000); 208.0 (40.000)
