tweet_id,text,favorite_count,retweet_count,user_id,user_name,user_screen_name,followers_count,cleaned_text,emotion,date,time,emotion_clean,Emotion,Valence,Arousal,Emotion_clean,TweetEmotionScore
642,Social media can be good but we have to hold the heads responsible for the psychological damage it sometimes causes.,11237.0,2069,169686021,ye,kanyewest,29337530.0,social media good hold heads responsible psychological damage sometimes causes,Confidence,20.09.2018,14:16:22,confidence,confidence,70,60,confidence,35.42000000000001
643,"My friend Lisa Robinson just released her book, There Goes Gravity.  Pretty legendary photos in it!!!",3054.0,1151,169686021,,,,friend lisa robinson released book goes gravity pretty legendary photos,Inspiration,08.05.2014,21:55:50,inspiration,inspiration,85,75,inspiration,72.77
644,I want people to be the best version of themselves and I will be the best version of me.,53322.0,47406,169686021,,,,want people best version best version,Inspiration,07.03.2016,17:36:35,inspiration,inspiration,85,75,inspiration,71.77
645,Only positive energy,71491.0,25900,169686021,ye,kanyewest,29337530.0,positive energy,Gratitude,14.12.2018,04:03:25,gratitude,gratitude,85,55,gratitude,44.51
646,"How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself",600393.0,199838,169686021,ye,kanyewest,29337530.0,kill pt avoid around people make want kill,Joy,27.07.2018,21:12:18,joy,joy,90,80,joy,83.72
647,2015 feels like just yesterday   Adidas is a great partner,55286.0,4671,169686021,ye,kanyewest,29337530.0,feels like yesterday adidas great partner,Joy,20.08.2018,20:49:45,joy,joy,90,80,joy,83.22
648,2020 VISION 🇺🇸,76960.0,4346,169686021,ye,kanyewest,32253242.0,vision,Neutral,30.10.2020,21:09:40,neutral,neutral,50,40,neutral,-14.88
649,I especially hate suit jackets on women… that was a groundbreaking idea 5 million years ago!,11703.0,3756,169686021,,,,especially hate suit jackets women groundbreaking idea million years ago,Determination,09.03.2016,23:11:42,determination,determination,70,80,determination,63.180000000000014
650,Praise God 🙏🏾,13599.0,936,169686021,ye,kanyewest,32253242.0,praise god,Confidence,14.10.2020,17:41:54,confidence,confidence,70,60,confidence,35.92000000000001
651,the artists win...,21494.0,13035,169686021,,,,artists win,Gratitude,09.03.2016,01:15:30,gratitude,gratitude,85,55,gratitude,44.01
652,Sooooo good! @therealkidult,19289.0,4748,169686021,,,,sooooo good therealkidult,Joy,25.06.2016,15:49:53,joy,joy,90,80,joy,84.22
653,I feel so blessed thank God for every up and every down. Making final tweaks to the edit. Feeling very inspired.,52390.0,17906,169686021,,,,feel blessed thank god every every making final tweaks edit feeling inspired,Confidence,24.06.2016,09:25:31,confidence,confidence,70,60,confidence,35.92000000000001
654,Thank you Kerry James Marshall for the amazing work you put in the world,5572.0,605,169686021,,,,thank kerry james marshall amazing work put world,Gratitude,28.08.2018,22:33:41,gratitude,gratitude,85,55,gratitude,45.01
655,"KIDS SEE GHOSTS ANIMATED SHOW PREVIEW WITH MY BROTHERS @KIDCUDI @TAKASHIPOM
 
#WESTDAYEVER",69008.0,11778,169686021,ye,kanyewest,30798949.0,kids see ghosts animated show preview brothers kidcudi takashipom westdayever,Inspiration,26.06.2020,19:20:42,inspiration,inspiration,85,75,inspiration,71.77
656,"correction, the name of the Neo Geo game I was referring to was The Super Spy",11714.0,2631,169686021,,,,correction name neo geo game referring super spy,Neutral,27.02.2016,14:30:19,neutral,neutral,50,40,neutral,-14.88
657,FREE HOOVER,22299.0,3631,169686021,ye,kanyewest,30980422.0,free hoover,Love,18.09.2020,16:46:38,love,love,90,70,love,70.34000000000002
658,Says the future president,172605.0,15897,169686021,ye,kanyewest,30914189.0,says future president,Inspiration,22.07.2020,06:33:43,inspiration,inspiration,85,75,inspiration,71.27
659,I asked my friend to design this neck tat for me,77701.0,10529,169686021,,,,asked friend design neck tat,Joy,16.04.2018,00:46:39,joy,joy,90,80,joy,83.22
660,Family first,32372.0,7910,169686021,ye,kanyewest,29337530.0,family first,Gratitude,14.12.2018,05:24:56,gratitude,gratitude,85,55,gratitude,44.51
661,Here is my Donda chart that I wrote 4 years ago that everyone laughed at…,34418.0,11002,169686021,,,,donda chart wrote years ago everyone laughed,Joy,15.02.2016,05:48:51,joy,joy,90,80,joy,83.72
662,😳robots,10344.0,1478,169686021,,,,robots,Optimism,10.07.2018,14:17:27,optimism,optimism,80,65,optimism,51.98
663,it's really cool to say I hate you. But it's not cool to say I love you. Love has a stigma,81865.0,17472,169686021,ye,kanyewest,29337530.0,really cool say hate cool say love love stigma,Curiosity,26.04.2018,18:25:31,curiosity,curiosity,55,55,curiosity,13.450000000000001
664,🔥🔥🔥    Love this jacket       I need to see this in real life,62685.0,3439,169686021,ye,kanyewest,30914189.0,love jacket need see real life,Love,09.08.2020,00:36:15,love,love,90,70,love,70.34000000000002
665,We as a society are taking control of our consciousness and raising it together,17257.0,2737,169686021,ye,kanyewest,29397679.0,society taking control consciousness raising together,Admiration,15.12.2018,12:57:06,admiration,admiration,75,55,admiration,33.99
666,MONROE AVENUE AND ST ANTOINE STREET @ 11:00PM    WOODWARD AVENUE AND WATSON STREET @ 11:45PM    ALFRED STREET AND RIOPELLE STREET @ 12:30AM,3481.0,873,169686021,,,,monroe avenue st antoine street pm woodward avenue watson street pm alfred street riopelle street,Gratitude,02.07.2016,22:35:47,gratitude,gratitude,85,55,gratitude,45.01
667,Landscaping is a conversation with God,72867.0,11235,169686021,ye,kanyewest,29337530.0,landscaping conversation god,Joy,11.12.2018,15:10:46,joy,joy,90,80,joy,83.72
668,He running around like he pac,51076.0,11961,169686021,ye,kanyewest,29337530.0,running around like pac,Joy,14.12.2018,02:55:02,joy,joy,90,80,joy,83.22
669,No matter what level you're at in life there is still a struggle,115363.0,122036,169686021,,,,matter level youre life still struggle,Joy,15.02.2016,19:06:36,joy,joy,90,80,joy,83.22
670,Refresh,19509.0,5835,169686021,ye,kanyewest,29792507.0,refresh,Love,31.12.2018,03:51:17,love,love,90,70,love,69.69000000000001
671,our minds and spirits are endless,26241.0,4126,169686021,ye,kanyewest,29337530.0,minds spirits endless,Confidence,23.09.2018,03:02:05,confidence,confidence,70,60,confidence,34.92000000000001
672,Meek is my man and was respectful     That’s my dog     Kim was out of line     I’m worth 5 billion dollars and mor…,0.0,0,169686021,ye,kanyewest,30220339.0,meek man respectful thats dog kim line im worth billion dollars mor,Neutral,22.07.2020,06:31:43,neutral,neutral,50,40,neutral,-14.88
673,We’re doing Chicago Comedy Jam.  We’re going to restore the Regal Theatre,21797.0,2147,169686021,ye,kanyewest,29337530.0,chicago comedy jam going restore regal theatre,Joy,10.09.2018,05:41:18,joy,joy,90,80,joy,83.72
674,Mood,0.0,0,169686021,ye,kanyewest,31003224.0,mood,Accusation,25.09.2020,01:49:13,accusation,accusation,30,65,accusation,-1.6700000000000015
675,WRITE IN KANYE WEST    THERE IT IS,34550.0,1943,169686021,ye,kanyewest,32253242.0,write kanye west,Frustration,24.10.2020,04:11:10,frustration,frustration,30,75,frustration,13.909999999999998
676,"Music is an art form.   When reporters call me “the singer,” the rapper"" or even the ""pop star"" there’s an air of c…",65864.0,9005,169686021,ye,kanyewest,29337530.0,music art form reporters call singer rapper even pop star theres air c,Defiance,15.07.2018,09:51:50,defiance,defiance,40,85,defiance,37.809999999999995
677,My brother Chance!!! Thank you for letting me work on this masterpiece. One of my favorite people.,53107.0,18181,169686021,,,,brother chance thank letting work masterpiece one favorite people,Gratitude,16.05.2016,01:13:30,gratitude,gratitude,85,55,gratitude,46.01
678,All love,57053.0,15323,169686021,ye,kanyewest,29337530.0,love,Joy,14.12.2018,06:46:32,joy,joy,90,80,joy,83.12
679,YEEZY SOUND ROSTER PROPOSAL,70206.0,4354,169686021,ye,kanyewest,30894235.0,yeezy sound roster proposal,Anxiety,11.07.2020,04:30:19,anxiety,anxiety,25,70,anxiety,1.9599999999999995
680,sometimes I have trouble saying no because I want to help everyone,274711.0,101635,169686021,ye,kanyewest,29337530.0,sometimes trouble saying want help everyone,Gratitude,14.06.2018,12:44:23,gratitude,gratitude,85,55,gratitude,45.01
681,"we’re releasing Yandhi Saturday night 

We know it will come in number 2 to my brother Lil Wayne and that’s lovely…",264175.0,72856,169686021,ye,kanyewest,29337530.0,releasing yandhi saturday night know come number brother lil wayne thats lovely,Joy,27.09.2018,14:57:32,joy,joy,90,80,joy,83.72
682,Food,12738.0,902,169686021,ye,kanyewest,32253242.0,food,Joy,25.09.2020,10:05:41,joy,joy,90,80,joy,82.92
683,I love UZI         I be saying the same thing about Steve Jobs    I be feeling just like UZI,128975.0,13888,169686021,ye,kanyewest,32253242.0,love uzi saying thing steve jobs feeling like uzi,Joy,12.10.2020,15:53:18,joy,joy,90,80,joy,83.72
684,we’re upgrading our operating systems,20626.0,2437,169686021,ye,kanyewest,29337530.0,upgrading operating systems,Joy,23.09.2018,02:34:17,joy,joy,90,80,joy,82.72
685,When you go to your boys house and you’re both wearing orange 🍊,865963.0,118152,169686021,ye,kanyewest,30875094.0,go boys house youre wearing orange,Gratitude,01.07.2020,15:44:25,gratitude,gratitude,85,55,gratitude,44.51
686,I need to meet with Larry from google,27194.0,3077,169686021,ye,kanyewest,29337530.0,need meet larry google,Pride,25.04.2018,18:58:28,pride,pride,65,70,pride,44.04
687,Obama was in office for eight years and nothing in Chicago changed.,284091.0,80174,169686021,ye,kanyewest,29337530.0,obama office eight years nothing chicago changed,Joy,25.04.2018,22:38:00,joy,joy,90,80,joy,83.72
688,"I bet you this still becomes the cover though... Let's do another poll..... 
#trollingstone",22915.0,7158,169686021,,,,bet still becomes cover though lets another poll trollingstone,Joy,04.02.2016,01:05:44,joy,joy,90,80,joy,83.72
689,"Thank you GQ and to everyone who voted, it’s been an amazing year!!!",34926.0,16571,169686021,,,,thank gq everyone voted amazing year,Inspiration,30.12.2015,01:54:16,inspiration,inspiration,85,75,inspiration,72.77
690,"ALL DAY (feat. Theophilus London, Allan Kingdom &amp; Paul McCartney)",24344.0,20003,169686021,,,,day feat theophilus london allan kingdom amp paul mccartney,Gratitude,03.03.2015,01:02:27,gratitude,gratitude,85,55,gratitude,45.01
691,@KimKardashian Love you so much,14909.0,1025,169686021,ye,kanyewest,29337530.0,kimkardashian love much,Acknowledgment,20.10.2018,20:05:36,acknowledgment,acknowledgment,55,35,acknowledgment,-16.310000000000002
692,You guys like stuff ? 🦔,20721.0,774,169686021,ye,kanyewest,32253242.0,guys like stuff,Joy,25.09.2020,10:08:59,joy,joy,90,80,joy,84.22
693,First burger of the day goes to Ye,65342.0,16019,169686021,,,,first burger day goes ye,Inspiration,06.07.2016,16:40:51,inspiration,inspiration,85,75,inspiration,71.77
694,ATTENTION all sites just posting merely the video version of BLKKK SKKKN HEAD...,2104.0,1904,169686021,,,,attention sites posting merely video version blkkk skkkn head,Joy,22.07.2013,16:45:35,joy,joy,90,80,joy,83.72
695,"I said express love more because we have love but we don't express it.  My friend Tmills will always say ""I love yo…",54927.0,9491,169686021,ye,kanyewest,29337530.0,said express love love dont express friend tmills always say love yo,Confidence,25.04.2018,16:37:48,confidence,confidence,70,60,confidence,35.92000000000001
696,Bowl,118537.0,15226,169686021,ye,kanyewest,32253242.0,bowl,Joy,25.09.2020,10:08:02,joy,joy,90,80,joy,82.92
697,I cannot be on meds and make watch the throne level or dark fantasy level music,79888.0,11797,169686021,ye,kanyewest,29448777.0,cannot meds make watch throne level dark fantasy level music,Love,15.12.2018,13:08:27,love,love,90,70,love,69.84000000000002
698,We’re making the world better at all times,20598.0,2704,169686021,ye,kanyewest,29337530.0,making world better times,Determination,14.12.2018,03:17:11,determination,determination,70,80,determination,62.180000000000014
699,This was made with love. Only God can judge me. So I only expect love back!!!,23579.0,9975,169686021,,,,made love god judge expect love back,Optimism,15.02.2016,23:29:14,optimism,optimism,80,65,optimism,54.129999999999995
700,excited to see my family and finish the final mixes of the Life of Pablo and keep working on Turbo Grafx 16 and Season 4 ….,24695.0,8571,169686021,,,,excited see family finish final mixes life pablo keep working turbo grafx season,Accusation,09.03.2016,23:10:18,accusation,accusation,30,65,accusation,-2.4700000000000015
701,Please take the devil 👿 up out you bro,39044.0,6925,169686021,ye,kanyewest,29337530.0,please take devil bro,Admiration,14.12.2018,03:17:33,admiration,admiration,75,55,admiration,33.99
702,When I go through shit he fucks with me and I’m his idol,31159.0,5505,169686021,ye,kanyewest,29337530.0,go shit fucks im idol,Inspiration,14.12.2018,02:57:03,inspiration,inspiration,85,75,inspiration,71.77
703,stay inspired,121707.0,42325,169686021,ye,kanyewest,29337530.0,stay inspired,Humility,21.08.2018,18:12:55,humility,humility,60,85,humility,57.85
704,we're all servants,75605.0,17038,169686021,ye,kanyewest,29337530.0,servants,Sadness,19.04.2018,14:46:58,sadness,sadness,20,40,sadness,-45.440000000000005
705,Logan’s Run,26411.0,1946,169686021,ye,kanyewest,30905763.0,logans run,Determination,15.08.2020,04:27:33,determination,determination,70,80,determination,62.680000000000014
706,PLAN A,12573.0,826,169686021,ye,kanyewest,30905763.0,plan,Love,15.08.2020,03:55:57,love,love,90,70,love,70.14000000000001
707,There are people sleeping in parking lots,65838.0,5061,169686021,ye,kanyewest,32253242.0,people sleeping parking lots,Sadness,03.11.2020,04:07:48,sadness,sadness,20,40,sadness,-45.940000000000005
708,Man it’s a sad a day… Wiz lost 2 million followers since I tweeted      I didn’t mean to either him like that.,97212.0,62653,169686021,,,,man sad day wiz lost million followers since tweeted didnt mean either like,Confidence,27.01.2016,20:50:50,confidence,confidence,70,60,confidence,35.92000000000001
709,If I wasn’t here all artist would do memorial songs,35326.0,5034,169686021,ye,kanyewest,29337530.0,wasnt artist would memorial songs,Love,14.12.2018,05:50:24,love,love,90,70,love,70.34000000000002
710,love is the absence of pride,97605.0,29842,169686021,ye,kanyewest,29337530.0,love absence pride,Contemplation,17.09.2018,15:11:54,contemplation,contemplation,50,40,contemplation,-13.88
711,The question was so important I took time to think. And then I was hit with the let’s go to commercial break. That…,93593.0,13183,169686021,ye,kanyewest,29337530.0,question important took time think hit lets go commercial break,Joy,11.08.2018,23:51:51,joy,joy,90,80,joy,83.72
712,oh and Ebro I love you. Ima let you finish but the Charlamagne interview is one of the best interviews of all time. 😂,37105.0,6221,169686021,ye,kanyewest,29337530.0,oh ebro love ima let finish charlamagne interview one best interviews time,Pride,25.04.2018,14:50:58,pride,pride,65,70,pride,44.04
713,WE WILL BE RECOGNIZED,33909.0,4482,169686021,ye,kanyewest,32262956.0,recognized,Outrage,24.09.2020,05:39:18,outrage,outrage,10,95,outrage,19.630000000000003
714,Drake verbally attacked Cudi when he was in the hospital and went at me after TMZ because I decided to release albu…,34354.0,4602,169686021,ye,kanyewest,29368668.0,drake verbally attacked cudi hospital went tmz decided release albu,Joy,15.12.2018,12:42:30,joy,joy,90,80,joy,83.72
715,John Legend new single on line now 😂,58997.0,5464,169686021,ye,kanyewest,29337530.0,john legend new single line,Acknowledgment,26.04.2018,17:18:59,acknowledgment,acknowledgment,55,35,acknowledgment,-16.310000000000002
716,@ABFalecbaldwin @KimKardahian @stevebrodner This is so creative. Alec Baldwin must be a good guy,874.0,68,169686021,ye,kanyewest,29337530.0,abfalecbaldwin kimkardahian stevebrodner creative alec baldwin must good guy,Inspiration,20.10.2018,19:59:50,inspiration,inspiration,85,75,inspiration,71.77
717,God loves Balenciaga     Love is the answer       Jesus is the answer     Praying for all of the innocent artist an…,0.0,0,169686021,ye,kanyewest,32249259.0,god loves balenciaga love answer jesus answer praying innocent artist,Neutral,02.12.2022,03:03:45,neutral,neutral,50,40,neutral,-14.88
718,MY CHILDREN WILL OWN MY MASTERS ... NOT YOUR CHILDREN ... MY CHILDREN ... MY CHILDREN ... MY CHILDREN,53659.0,5289,169686021,ye,kanyewest,31002360.0,children masters children children children children,Optimism,16.09.2020,13:04:13,optimism,optimism,80,65,optimism,53.129999999999995
719,IMG_9150.mov,0.0,0,169686021,ye,kanyewest,30983507.0,imgmov,Joy,12.10.2020,14:19:43,joy,joy,90,80,joy,83.72
720,My boys Cudi and Eminem going crazy on this 🔥🔥🔥,60812.0,7418,169686021,ye,kanyewest,30894235.0,boys cudi eminem going crazy,Love,10.07.2020,14:11:52,love,love,90,70,love,70.34000000000002
721,GOOD MORNING VINCENT ⛷,13050.0,1149,169686021,ye,kanyewest,30995640.0,good morning vincent,Accusation,25.09.2020,09:18:43,accusation,accusation,30,65,accusation,-2.4700000000000015
722,Hi Rob 👋,15500.0,1205,169686021,ye,kanyewest,31006121.0,hi rob,Pride,16.09.2020,01:57:08,pride,pride,65,70,pride,43.94
723,Universal.    Sold ten cent a Chinese co 10 per cent at a 33 billion dollar valuation.    Principal is Vincent boll…,28642.0,2916,169686021,ye,kanyewest,30980422.0,universal sold ten cent chinese co per cent billion dollar valuation principal vincent boll,Pride,18.09.2020,14:44:36,pride,pride,65,70,pride,44.04
724,Broke down doors for sneakers fashion music everything,42323.0,6037,169686021,ye,kanyewest,29337530.0,broke doors sneakers fashion music everything,Confidence,14.12.2018,05:52:04,confidence,confidence,70,60,confidence,35.42000000000001
725,YEEZY SEASON 8 STARTING NOW,51227.0,7201,169686021,ye,kanyewest,30787527.0,yeezy season starting,Solidarity,02.03.2020,20:52:06,solidarity,solidarity,25,75,solidarity,8.65
726,and was there in full support to see me realize this dream…,19163.0,4915,169686021,,,,full support see realize dream,Confidence,13.02.2016,08:23:38,confidence,confidence,70,60,confidence,34.92000000000001
727,My dad said he sees a green aura around me so I looked this up and this described me perfectly,39291.0,3217,169686021,ye,kanyewest,29613974.0,dad said sees green aura around looked described perfectly,Gratitude,26.12.2018,15:53:43,gratitude,gratitude,85,55,gratitude,45.01
728,.@ScHoolBoyQ GET TOP DAWG ON THE PHONE !,46261.0,24840,169686021,,,,schoolboyq get top dawg phone,Joy,12.05.2016,14:48:03,joy,joy,90,80,joy,84.72
729,"Praise God ... look at all the ballots we’re on On 🕊
Oklahoma
Arkansas
Vermont
West Virginia
Colorado
Iowa
Utah
Minnesota
Tennessee
Virginia",67456.0,5674,169686021,ye,kanyewest,30905763.0,praise god look ballots oklahoma arkansas vermont west virginia colorado iowa utah minnesota tennessee virginia,Determination,21.08.2020,16:18:43,determination,determination,70,80,determination,62.680000000000014
730,Yzy means solutions,16990.0,1943,169686021,ye,kanyewest,29337530.0,yzy means solutions,Gratitude,19.10.2018,12:39:38,gratitude,gratitude,85,55,gratitude,44.51
731,"KANYE WEST
ARTHUR JAFA
PROJECT 02
WASH US IN THE BLOOD
FROM THE FORTHCOMING ALBUM GOD'S COUNTRY

TODAY

STILL…",102003.0,21954,169686021,ye,kanyewest,30798949.0,kanye west arthur jafa project wash us blood forthcoming album gods country today still,Admiration,29.06.2020,15:49:26,admiration,admiration,75,55,admiration,34.49
732,Ideas happen twice   Once in your head    Once in reality  -BUJU BANTON         YEEZY IS SIMPLY A MIX OF HYPE WILLI…,26925.0,2372,169686021,ye,kanyewest,32253242.0,ideas happen twice head reality buju banton yeezy simply mix hype willi,Optimism,16.10.2020,20:50:17,optimism,optimism,80,65,optimism,53.129999999999995
733,Zine party with Jackie Nickerson Virgil Abloh Heron Preston #goodjobwillo,21181.0,6259,169686021,,,,zine party jackie nickerson virgil abloh heron preston goodjobwillo,Joy,11.02.2016,00:59:08,joy,joy,90,80,joy,83.72
734,Had to tweet the new ideas 🙈,36347.0,1445,169686021,ye,kanyewest,32253242.0,tweet new ideas,Inspiration,18.10.2020,19:13:24,inspiration,inspiration,85,75,inspiration,71.27
735,"A PRAYER FOR WORLD PEACE
Dear God, thank You for all creation. In the spirit of Jesus of Nazareth and all teachers…",16913.0,2489,169686021,ye,kanyewest,32253242.0,prayer world peace dear god thank creation spirit jesus nazareth teachers,Gratitude,02.12.2022,00:34:25,gratitude,gratitude,85,55,gratitude,45.01
736,We all know Will Ferrell has always been the one!!!,30641.0,12797,169686021,,,,know ferrell always one,Joy,27.02.2016,15:25:14,joy,joy,90,80,joy,84.72
737,@BOSS777 Ameer Sudan made it to Atlanta,4729.0,156,169686021,ye,kanyewest,32253242.0,boss ameer sudan made atlanta,Gratitude,02.10.2020,00:56:41,gratitude,gratitude,85,55,gratitude,45.01
738,Vibe do come holla at me ... I’m in Calabasas ... come and get me,0.0,0,169686021,ye,kanyewest,30911487.0,vibe come holla im calabasas come get,Joy,15.09.2020,00:09:37,joy,joy,90,80,joy,83.72
739,Praise God. Thank you so much #DoveAwards       God continues to send encouragement      Good is winning     Things…,23055.0,1291,169686021,ye,kanyewest,32253242.0,praise god thank much doveawards god continues send encouragement good winning things,Gratitude,31.10.2020,01:45:33,gratitude,gratitude,85,55,gratitude,45.01
740,Childish Gambino - This is America,71325.0,13846,169686021,ye,kanyewest,29337530.0,childish gambino america,Joy,06.05.2018,20:52:46,joy,joy,90,80,joy,83.72
741,WE MUST FORM A UNION     WE MUST UNIFY,36769.0,4069,169686021,ye,kanyewest,32260403.0,must form union must unify,Solidarity,22.09.2020,16:31:25,solidarity,solidarity,25,75,solidarity,8.65
742,Chance too good. God level bars.,162926.0,101675,169686021,,,,chance good god level bars,Optimism,18.05.2016,01:00:53,optimism,optimism,80,65,optimism,53.129999999999995
743,THAT PART,86499.0,27582,169686021,,,,part,Respect,03.07.2016,10:33:24,respect,respect,80,45,respect,26.319999999999997
744,Congratulations to my brother Big Sean on his new album Good music for life 🙏🏾,91596.0,8213,169686021,ye,kanyewest,30905763.0,congratulations brother big sean new album good music life,Joy,06.09.2020,21:27:43,joy,joy,90,80,joy,83.72
745,need Hype Williams for Nas movie,21982.0,2627,169686021,ye,kanyewest,29337530.0,need hype williams nas movie,Gratitude,25.04.2018,20:34:01,gratitude,gratitude,85,55,gratitude,45.01
746,EVERYDAY    JOEL’S NEW SERMONS ARE SUPER UPLIFTING AND INSPIRING      PRAISE GOD FOR THE MOTIVATION        JESUS ST…,16766.0,736,169686021,ye,kanyewest,32253242.0,everyday joels new sermons super uplifting inspiring praise god motivation jesus st,Joy,28.10.2020,03:50:34,joy,joy,90,80,joy,83.72
747,I killed my ego,99699.0,21144,169686021,ye,kanyewest,29337530.0,killed ego,Pride,14.06.2018,12:34:38,pride,pride,65,70,pride,43.54
748,You wouldn’t send purple emojis to scooter but you wanna need with your brother,20411.0,2675,169686021,ye,kanyewest,29337530.0,wouldnt send purple emojis scooter wanna need brother,Admiration,14.12.2018,02:58:21,admiration,admiration,75,55,admiration,33.99
749,I got a family and kids. 69 is locked up xxx is dead.  The kid that ran on stage is in the hospital,59826.0,12711,169686021,ye,kanyewest,29337530.0,got family kids locked xxx dead kid ran stage hospital,Joy,14.12.2018,02:54:19,joy,joy,90,80,joy,83.72
750,if you feel something don't let peer pressure manipulate you,119806.0,29424,169686021,ye,kanyewest,29337530.0,feel something dont let peer pressure manipulate,Optimism,26.04.2018,17:01:10,optimism,optimism,80,65,optimism,52.129999999999995
751,The kid he had run on stage at Pushas concert is in critical condition,30171.0,5884,169686021,ye,kanyewest,29337530.0,kid run stage pushas concert critical condition,Inspiration,14.12.2018,02:50:13,inspiration,inspiration,85,75,inspiration,71.77
752,if you put a link to my site people will be able to chop &amp; screw the video. this is a step towards the possibilities of internet based video,2613.0,2568,169686021,,,,put link site people able chop amp screw video step towards possibilities internet based video,Joy,22.07.2013,16:46:42,joy,joy,90,80,joy,82.72
753,DD &amp; JB discussing the new spray foam wall prototypes on the YZY campus,100298.0,6045,169686021,ye,kanyewest,30914189.0,dd amp jb discussing new spray foam wall prototypes yzy campus,Confidence,25.07.2020,01:58:55,confidence,confidence,70,60,confidence,35.92000000000001
754,I love being a voice of freedom when so many people are scared to speak up.,26932.0,12365,169686021,,,,love voice freedom many people scared speak,Neutral,24.02.2016,18:57:51,neutral,neutral,50,40,neutral,-14.38
755,"YANDHI 9 29 18 

YANDHI IS RELEASING THIS SATURDAY",142441.0,48117,169686021,ye,kanyewest,29337530.0,yandhi yandhi releasing saturday,Anxiety,27.09.2018,20:52:42,anxiety,anxiety,25,70,anxiety,1.9599999999999995
756,A lot of people tell me Ultralight Beam is my greatest artwork to date only rival being Jesus Walks.,39035.0,16300,169686021,,,,lot people tell ultralight beam greatest artwork date rival jesus walks,Anxiety,10.03.2016,18:16:10,anxiety,anxiety,25,70,anxiety,1.9599999999999995
757,💩 this is my daughters favorite emoji... she’ll be able to do nothing but put emojis up for the rest of her life be…,48434.0,4006,169686021,ye,kanyewest,30995579.0,daughters favorite emoji shell able nothing put emojis rest life,Neutral,16.09.2020,14:25:20,neutral,neutral,50,40,neutral,-13.88
758,we got love,17315.0,1428,169686021,ye,kanyewest,29337530.0,got love,Inspiration,27.09.2018,22:18:06,inspiration,inspiration,85,75,inspiration,70.77
759,NO MORE blanket licenses. It should be clear from day one… what shares you get NOW and when you leave. If your song…,14780.0,1598,169686021,ye,kanyewest,30970789.0,blanket licenses clear day one shares get leave song,Joy,20.09.2020,17:35:06,joy,joy,90,80,joy,83.72
760,Happy birthday Trav,150705.0,19363,169686021,,,,happy birthday trav,Gratitude,29.04.2018,05:34:26,gratitude,gratitude,85,55,gratitude,45.01
761,There are people who are committing suicide due to not getting enough likes. Seeking validation in the simulation. …,17815.0,2712,169686021,ye,kanyewest,29337530.0,people committing suicide due getting enough likes seeking validation simulation,Gratitude,22.09.2018,17:15:59,gratitude,gratitude,85,55,gratitude,45.01
762,we need consideration,15132.0,3432,169686021,ye,kanyewest,29337530.0,need consideration,Optimism,17.09.2018,17:25:24,optimism,optimism,80,65,optimism,52.129999999999995
763,When Cudi was in the hospital he sent shots,41673.0,7983,169686021,ye,kanyewest,29337530.0,cudi hospital sent shots,Optimism,14.12.2018,02:56:34,optimism,optimism,80,65,optimism,53.129999999999995
764,June 1st,247160.0,100413,169686021,ye,kanyewest,29337530.0,june st,Anxiety,19.04.2018,19:26:58,anxiety,anxiety,25,70,anxiety,1.3599999999999992
765,I had an album listening and clothing presentation and Madison Square Garden…,20121.0,6543,169686021,,,,album listening clothing presentation madison square garden,Joy,13.02.2016,08:21:23,joy,joy,90,80,joy,83.72
766,I deleted that tweet about riches... the wealth is in our love of family and our brothers  and our service to God .…,39227.0,4175,169686021,ye,kanyewest,30905763.0,deleted tweet riches wealth love family brothers service god,Contemplation,15.09.2020,00:45:36,contemplation,contemplation,50,40,contemplation,-14.88
767,but Media Takeout couldn’t say one thing positive knowing damn well you’d love to be on the YEEZY 350 list…,20752.0,6920,169686021,,,,media takeout couldnt say one thing positive knowing damn well youd love yeezy list,Neutral,13.02.2016,08:21:41,neutral,neutral,50,40,neutral,-14.88
768,NEW YORK,22508.0,7770,169686021,,,,new york,Gratitude,21.08.2016,15:49:19,gratitude,gratitude,85,55,gratitude,44.91
769,Your site is entertaining and hilarious but certain things are just too far… you have no idea what I’ve had to go through …,18325.0,5237,169686021,,,,site entertaining hilarious certain things far idea ive go,Inspiration,13.02.2016,08:21:59,inspiration,inspiration,85,75,inspiration,71.77
770,750 BOOST GREY WITH GUM SOLE SOLD OUT IN 1 MINUTE,46478.0,16122,169686021,,,,boost grey gum sole sold minute,Motivation,11.06.2016,23:39:01,motivation,motivation,75,85,motivation,74.63000000000001
771,Tweeting is legal and also therapeutic,113830.0,28975,169686021,ye,kanyewest,29792507.0,tweeting legal also therapeutic,Joy,31.12.2018,20:17:35,joy,joy,90,80,joy,83.22
772,the Charlamagne interview just got an offer on 10 million. Yo @cthagod should we hold off for a hundred million???…,41499.0,6439,169686021,ye,kanyewest,29337530.0,charlamagne interview got offer million yo cthagod hold hundred million,Gratitude,25.04.2018,15:12:08,gratitude,gratitude,85,55,gratitude,46.01
773,I freed a thousand slaves I could have freed a thousand more if only they knew they were slaves. - Harriet Tubman,0.0,0,169686021,KANYE WEST,kanyewest,28144377.0,freed thousand slaves could freed thousand knew slaves harriet tubman,Respect,02.05.2018,00:38:22,respect,respect,80,45,respect,26.369999999999997
