,album_title,artist,labels,genres,critic_score,user_score,album_length,track_number,track_title,track_length,featured_artists,track_rating,track_rating_count,release_date_clean,year_x,album,year_y,theme,emotions,emotions_clean,avg_valence,avg_arousal,mania_index,depression_index,avg_valence_y,avg_arousal_y,mania_index_y,depression_index_y,track_emo_score,track_emo_score_v2
107,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",6,Low Lights,02:11,,71,2515,14.02.2016,2016,The Life of Pablo,2016.0,"['spirituality', ' religion', ' self-knowledge', ' enlightenment']","['reflection', ' sinfulness', ' decline']","['reflection', 'sinfulness', 'decline']",59.142857142857146,58.333333333333336,72.00000000000001,31.416666666666664,59.142857142857146,58.333333333333336,72.00000000000001,31.416666666666664,5.365951322751327,37.83678075396827
108,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",7,Highlights,03:19,,79,3351,14.02.2016,2016,The Life of Pablo,2016.0,"['luxury', ' wealth', ' ostentation', ' fortune', ' money', ' self-deification']","['self-deification', ' narcissism', ' self-confidence']","['self-deification', 'narcissism', 'self-confidence']",77.82051282051282,65.0,83.08333333333334,14.458333333333332,77.82051282051282,65.0,83.08333333333334,14.458333333333332,26.66663076923077,41.140857371794866
109,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",8,Freestyle 4,02:03,,73,3303,14.02.2016,2016,The Life of Pablo,2016.0,"['chaos', ' madness', ' paranoia', ' sex obsession', ' bipolar disorder']","['paranoia', ' loss of strength', ' fear', ' insecurity', ' pain', ' breakdown']","['paranoia', 'loss of strength', 'fear', 'insecurity', 'pain', 'breakdown']",44.81707317073171,68.33333333333333,89.37500000000001,34.479166666666664,44.81707317073171,68.33333333333333,89.37500000000001,34.479166666666664,12.197035004516712,62.97054645155826
110,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",9,I Love Kanye,00:44,,84,2557,14.02.2016,2016,The Life of Pablo,2016.0,"['self-irony', ' nostalgia', ' the past', ' acceptance of change', ' inconsistency']","['self-irony', ' self-praise', ' self-confidence', ' happiness']","['self-irony', 'self-praise', 'self-confidence', 'happiness']",70.23809523809524,52.5,63.125,23.4375,70.23809523809524,52.5,63.125,23.4375,1.8633214285714288,26.852441406249998
111,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",10,Waves,03:01,,90,3522,14.02.2016,2016,The Life of Pablo,2016.0,"['freedom', ' triumph', ' success', ' inspiration', ' love']","['self-love', ' inspiration', ' euphoria', ' creative upsurge']","['self-love', 'inspiration', 'euphoria', 'creative upsurge']",82.42424242424242,82.5,109.25,10.249999999999998,82.42424242424242,82.5,109.25,10.249999999999998,105.89090909090909,53.15318181818182
112,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",11,FML,03:56,,88,3456,14.02.2016,2016,The Life of Pablo,2016.0,"['inner torment', ' family', ' difficulties', ' faith', ' self-discovery']","['mental disorder', ' fear', ' despair']","['mental disorder', 'fear', 'despair']",23.91891891891892,61.666666666666664,82.25000000000001,48.208333333333336,23.91891891891892,61.666666666666664,82.25000000000001,48.208333333333336,-3.7497535535535524,54.3868176144895
113,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",12,Real Friends,04:11,,89,3441,14.02.2016,2016,The Life of Pablo,2016.0,"['friendship', ' betrayal', ' glory', ' loss of trust']","['confusion', ' loneliness', ' paranoia', ' self-reflection', ' lostness']","['confusion', 'loneliness', 'paranoia', 'self-reflection', 'lostness']",35.43859649122807,57.0,69.80000000000001,44.6,35.43859649122807,57.0,69.80000000000001,44.6,-1.0553842526315789,35.03739789473685
114,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",13,Wolves,05:01,,89,3515,14.02.2016,2016,The Life of Pablo,2016.0,"['protection', ' betrayal', ' religion', ' enemies', ' external pressure']","['vulnerability', ' pain', ' pressure', ' self-destruction', ' sadness']","['vulnerability', 'pain', 'pressure', 'self-destruction', 'sadness']",65.0,71.0,87.64999999999998,23.575,65.0,71.0,87.64999999999998,23.575,32.7810672,52.75263749999999
115,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",14,Frank's Track,00:38,,80,2263,14.02.2016,2016,The Life of Pablo,2016.0,"['relationships', ' superiority', ' influence', ' competition']","['self-confidence', ' loftiness', ' narcissism']","['self-confidence', 'loftiness', 'narcissism']",77.63157894736842,63.333333333333336,80.83333333333333,14.583333333333334,77.63157894736842,63.333333333333336,80.83333333333333,14.583333333333334,22.232421052631583,39.94603435672514
116,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",15,Siiiiiiiiilver Surffffeeeeer Intermission,00:56,,62,1813,14.02.2016,2016,The Life of Pablo,2016.0,"['friendship', ' irony']","['happiness', ' playfulness', ' humor']","['happiness', 'playfulness', 'humor']",66.89655172413794,48.333333333333336,56.50000000000001,27.0,66.89655172413794,48.333333333333336,56.50000000000001,27.0,0.725498850574712,16.95949137931035
117,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",16,30 Hours,05:23,,88,3464,14.02.2016,2016,The Life of Pablo,2016.0,"['relationships', ' nostalgia', ' internal monologue', ' reflections']","['reflection', ' nostalgia', ' sadness', ' love', ' thoughtfulness']","['reflection', 'nostalgia', 'sadness', 'love', 'thoughtfulness']",64.03846153846153,52.0,59.30000000000001,27.65,64.03846153846153,52.0,59.30000000000001,27.65,1.0048735999999996,22.351197692307707
118,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",17,No More Parties in LA,06:14,,97,3883,14.02.2016,2016,The Life of Pablo,2016.0,"['toxicity', ' idleness', ' society', ' alcohol', ' oblivion', ' cynicism']","['incomprehensibility', ' condemnation', ' anger', ' aggression']","['incomprehensibility', 'condemnation', 'anger', 'aggression']",24.913793103448278,72.5,90.68750000000001,47.78125,24.913793103448278,72.5,90.68750000000001,47.78125,3.5642443965517288,71.53471379983837
119,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",18,Facts (Charlie Heat Version),03:20,,82,3319,14.02.2016,2016,,,"['fame', ' vulnerability', ' power', ' influence']","['vulnerability', ' significance', ' self-aggrandizement']","['vulnerability', 'significance', 'self-aggrandizement']",77.1590909090909,73.33333333333333,93.25,14.958333333333332,77.1590909090909,73.33333333333333,93.25,14.958333333333332,53.06939225589224,48.05831833964646
120,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",19,Fade,03:13,,82,3388,14.02.2016,2016,The Life of Pablo,2016.0,"['relationships', ' passion', ' love', ' loneliness', ' fading']","['sadness', ' loneliness', ' pain', ' insensitivity']","['sadness', 'loneliness', 'pain', 'insensitivity']",56.707317073170735,51.25,60.68749999999999,36.40624999999999,56.707317073170735,51.25,60.68749999999999,36.40624999999999,0.3000189024390245,19.39510425400152
121,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",20,Saint Pablo,06:12,,97,3814,14.02.2016,2016,,,"['faith', ' spiritual path', ' struggle', ' personality', ' family']","['reflection', ' self-overcoming', ' sadness', ' resentment']","['reflection', 'self-overcoming', 'sadness', 'resentment']",54.09090909090909,55.0,67.0,31.125000000000004,54.09090909090909,55.0,67.0,31.125000000000004,1.6614000000000009,33.23754971590909
122,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,1,I Thought About Killing You,04:34,,83,3729,01.06.2018,2018,Ye,2018.0,"['dark thoughts', ' self-conflict', ' ego']","['emptiness', ' tension', ' nihilism']","['emptiness', 'tension', 'nihilism']",38.78378378378378,61.666666666666664,70.41666666666666,41.12499999999999,38.78378378378378,61.666666666666664,70.41666666666666,41.12499999999999,1.4997335335335322,39.887507554429426
123,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,2,Yikes,03:08,,84,3701,01.06.2018,2018,Ye,2018.0,"['mania', ' fear', ' self-control']","['mania', ' fear', ' self-control']","['mania', 'fear', 'self-control']",24.857142857142858,58.333333333333336,73.0,51.416666666666664,24.857142857142858,58.333333333333336,73.0,51.416666666666664,-3.290912169312169,38.64806646825397
124,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,3,All Mine,02:25,,75,3680,01.06.2018,2018,Ye,2018.0,"['desire', ' temptation', ' ego']","['lust', ' smugness', ' light tension']","['lust', 'smugness', 'light tension']",53.84615384615385,65.0,73.16666666666666,33.33333333333333,53.84615384615385,65.0,73.16666666666666,33.33333333333333,11.320246153846153,44.05348076923076
125,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,4,Wouldn't Leave,03:25,PARTYNEXTDOOR,80,3635,01.06.2018,2018,Ye,2018.0,"['loyalty', ' crisis', ' forgiveness']","['gratitude', ' fear', ' vulnerability']","['gratitude', 'fear', 'vulnerability']",65.47169811320755,88.33333333333333,120.66666666666666,21.41666666666667,65.47169811320755,88.33333333333333,120.66666666666666,21.41666666666667,109.89359496855344,69.59997379454926
126,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,5,No Mistakes,02:03,,85,3671,01.06.2018,2018,Ye,2018.0,"['redemption', ' reassurance', ' recovery']","['warmth', ' relief', ' hope']","['warmth', 'relief', 'hope']",69.65517241379311,48.333333333333336,57.833333333333336,22.666666666666664,69.65517241379311,48.333333333333336,57.833333333333336,22.666666666666664,0.8934968071519789,20.38783620689656
127,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,6,Ghost Town,04:31,PARTYNEXTDOOR,97,4199,01.06.2018,2018,Ye,2018.0,"['emotional numbness', ' freedom', ' healing']","['nostalgia', ' release', ' bittersweet hope']","['nostalgia', 'release', 'bittersweet hope']",48.57142857142857,46.666666666666664,59.333333333333336,38.00000000000001,48.57142857142857,46.666666666666664,59.333333333333336,38.00000000000001,-0.550027513227514,17.684253968253966
128,ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,7,Violent Crimes,03:35,,94,3917,01.06.2018,2018,Ye,2018.0,"['fatherhood', ' protection', ' vulnerability']","['fear', ' love', ' tenderness']","['fear', 'love', 'tenderness']",50.921052631578945,63.333333333333336,82.58333333333333,27.791666666666664,50.921052631578945,63.333333333333336,82.58333333333333,27.791666666666664,8.606448343079924,54.40410910087719
129,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,1,Feel The Love,02:45,Pusha T,91,3969,08.06.2018,2018,,,"['chaos', ' aggression', ' unity']","['shock', ' intensity', ' adrenaline']","['shock', 'intensity', 'adrenaline']",49.87179487179487,65.0,87.75,42.04166666666666,49.87179487179487,65.0,87.75,42.04166666666666,9.76976923076923,55.17985376602565
130,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,2,Fire,02:20,,88,3909,08.06.2018,2018,Kids See Ghosts,2018.0,"['struggle', ' growth', ' resilience']","['frustration', ' strength', ' reflection']","['frustration', 'strength', 'reflection']",68.52941176470588,56.666666666666664,67.16666666666667,22.75,68.52941176470588,56.666666666666664,67.16666666666667,22.75,5.945749891067534,34.43897344771242
131,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,3,4th Dimension,02:33,Louis Prima,93,3956,08.06.2018,2018,Kids See Ghosts,2018.0,"['surrealism', ' excess', ' ego']","['excitement', ' mischief', ' chaos']","['excitement', 'mischief', 'chaos']",41.02272727272727,73.33333333333333,90.75000000000001,35.041666666666664,41.02272727272727,73.33333333333333,90.75000000000001,35.041666666666664,17.91896531986531,68.4594420770202
132,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,4,Freeee (Ghost Town Pt. 2),03:26,Ty Dolla $ign,90,3920,08.06.2018,2018,Kids See Ghosts,2018.0,"['liberation', ' rebirth', ' self-acceptance']","['freedom', ' relief', ' euphoria']","['freedom', 'relief', 'euphoria']",73.24324324324324,61.666666666666664,76.00000000000001,20.083333333333332,73.24324324324324,61.666666666666664,76.00000000000001,20.083333333333332,15.72334254254254,40.99820570570571
133,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,5,Reborn,05:24,,95,4007,08.06.2018,2018,Kids See Ghosts,2018.0,"['renewal', ' healing', ' persistence']","['hope', ' calm', ' determination']","['hope', 'calm', 'determination']",59.629629629629626,45.0,53.0,29.25,59.629629629629626,45.0,53.0,29.25,0.4231111111111105,13.210868055555554
134,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,6,Kids See Ghosts,04:05,Yasiin Bey,89,3888,08.06.2018,2018,Kids See Ghosts,2018.0,"['mental battles', ' transcendence']","['confusion', ' empowerment', ' catharsis']","['confusion', 'empowerment', 'catharsis']",53.90625,53.333333333333336,62.75000000000001,34.375,53.90625,53.333333333333336,62.75000000000001,34.375,0.8197041666666675,25.532632161458338
135,KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,7,Cudi Montage,03:17,,92,3906,08.06.2018,2018,Kids See Ghosts,2018.0,"['struggle', ' faith', ' survival']","['sorrow', ' hope', ' solemn strength']","['sorrow', 'hope', 'solemn strength']",71.96969696969697,55.0,67.08333333333334,20.624999999999996,71.96969696969697,55.0,67.08333333333334,20.624999999999996,4.713545454545455,33.495134943181824
136,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,1,Every Hour,01:52,Sunday Service Choir,62,1821,25.10.2019,2019,Jesus Is King,2019.0,"['praise', ' devotion', ' spiritual uplift']","['\xa0joy', ' urgency', ' inspiration']","['joy', 'urgency', 'inspiration']",70.2439024390244,68.33333333333333,91.16666666666667,26.5,70.2439024390244,68.33333333333333,91.16666666666667,26.5,29.835132068654016,49.65155826558265
137,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,2,Selah,02:44,,68,1922,25.10.2019,2019,Jesus Is King,2019.0,"['faith', ' revelation', ' intensity']","['\xa0awe', ' power', ' conviction']","['awe', 'power', 'conviction']",76.48648648648648,61.666666666666664,77.99999999999999,16.083333333333332,76.48648648648648,61.666666666666664,77.99999999999999,16.083333333333332,17.602722722722717,39.29059309309309
138,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,3,Follow God,01:44,,82,2039,25.10.2019,2019,Jesus Is King,2019.0,"['spiritual discipline', ' conflict']","['frustration', ' urgency', ' devotion']","['frustration', 'urgency', 'devotion']",57.0,50.0,62.500000000000014,34.25,57.0,50.0,62.500000000000014,34.25,0.0,22.033687500000013
139,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,4,Closed on Sunday,02:31,,56,1932,25.10.2019,2019,Jesus Is King,2019.0,"['protection', ' values', ' temptation']","['seriousness', ' tension', ' resolve']","['seriousness', 'tension', 'resolve']",53.0,58.333333333333336,69.25,34.62499999999999,53.0,58.333333333333336,69.25,34.62499999999999,3.6039777777777795,35.26216145833334
140,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,5,On God,02:16,,69,1922,25.10.2019,2019,Jesus Is King,2019.0,"['gratitude', ' testimony', ' survival']","['confidence', ' relief', ' faith']","['confidence', 'relief', 'faith']",34.827586206896555,48.333333333333336,57.333333333333336,47.58333333333333,34.827586206896555,48.333333333333336,57.333333333333336,47.58333333333333,-0.7500567049808415,14.841906369731804
141,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,6,Everything We Need,01:56,"Ty Dolla $ign, Ant Clemons",64,1887,25.10.2019,2019,Jesus Is King,2019.0,"['\xa0trust', ' abundance', ' reassurance']","['calm', ' gratitude', ' uplift']","['calm', 'gratitude', 'uplift']",72.8125,53.333333333333336,72.16666666666667,29.416666666666668,72.8125,53.333333333333336,72.16666666666667,29.416666666666668,2.9263055555555586,30.368813368055555
142,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,7,Water,02:48,Ant Clemons,49,1886,25.10.2019,2019,Jesus Is King,2019.0,"['purity', ' cleansing', ' surrender']","['serenity', ' hope', ' softness']","['serenity', 'hope', 'softness']",61.37931034482759,48.333333333333336,55.83333333333332,27.333333333333336,61.37931034482759,48.333333333333336,55.83333333333332,27.333333333333336,0.449796168582375,18.43349904214558
143,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,8,God Is,03:23,,72,1959,25.10.2019,2019,Jesus Is King,2019.0,"['faith', ' healing', ' rebirth']","['devotion', ' warmth', ' surrender']","['devotion', 'warmth', 'surrender']",60.483870967741936,51.666666666666664,66.25000000000001,28.124999999999993,60.483870967741936,51.666666666666664,66.25000000000001,28.124999999999993,0.6632580645161278,30.02110635080647
144,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,9,Hands On,03:23,Fred Hammond,55,1846,25.10.2019,2019,Jesus Is King,2019.0,"['\xa0judgment', ' misunderstanding', ' struggle']","['defensiveness', ' hurt', ' pleading']","['defensiveness', 'hurt', 'pleading']",78.94736842105263,63.333333333333336,81.66666666666667,15.0,78.94736842105263,63.333333333333336,81.66666666666667,15.0,22.926471734892793,39.529532163742694
145,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,10,Use This Gospel,03:33,"Clipse, Kenny G",70,1917,25.10.2019,2019,Jesus Is King,2019.0,"['redemption', ' unity', ' protection']","['hope', ' reverence', ' determination']","['hope', 'reverence', 'determination']",64.6875,53.333333333333336,64.83333333333334,25.58333333333333,64.6875,53.333333333333336,64.83333333333334,25.58333333333333,2.0111500000000015,29.73443142361112
146,JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,11,Jesus Is Lord,00:49,,56,1509,25.10.2019,2019,Jesus Is King,2019.0,"['proclamation', ' faith']","['triumph', ' clarity']","['triumph', 'clarity']",60.0,52.5,61.24999999999999,22.0,60.0,52.5,61.24999999999999,22.0,1.0512,30.52018749999999
147,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",1,Donda Chant,00:52,,54,1778,29.08.2021,2021,Donda,2021.0,"['mourning', ' remembrance']","['solemnity', ' grief']","['solemnity', 'grief']",49.54545454545455,55.0,62.75000000000001,28.625,49.54545454545455,55.0,62.75000000000001,28.625,0.9489636363636369,32.941930397727276
148,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",2,Jail,04:57,,84,2962,29.08.2021,2021,Donda,2021.0,"['blame', ' separation', ' conflict']","['\xa0tension', ' frustration', ' resignation']","['tension', 'frustration', 'resignation']",50.172413793103445,48.333333333333336,55.08333333333334,39.625,50.172413793103445,48.333333333333336,55.08333333333334,39.625,-0.09213205619412504,12.60852017480844
149,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",3,God Breathed,05:33,,72,2770,29.08.2021,2021,Donda,2021.0,"['faith', ' rebirth', ' struggle']","['darkness', ' intensity', ' conviction']","['darkness', 'intensity', 'conviction']",46.13636363636363,36.666666666666664,49.08333333333334,55.125,46.13636363636363,36.666666666666664,49.08333333333334,55.125,-6.59053198653199,-11.862972695707061
150,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",4,Off The Grid,05:39,,91,3079,29.08.2021,2021,,,"['survival', ' freedom', ' resilience']","['adrenaline', ' urgency', ' aggressio']","['adrenaline', 'urgency', 'aggressio']",50.23809523809524,70.0,92.5,37.58333333333333,50.23809523809524,70.0,92.5,37.58333333333333,18.58796190476191,62.59794642857143
151,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",5,Hurricane,04:03,,88,3003,29.08.2021,2021,Donda,2021.0,"['temptation', ' repentance', ' struggle']","['yearning', ' guilt', ' hope']","['yearning', 'guilt', 'hope']",84.26829268292683,68.33333333333333,91.75,11.291666666666666,84.26829268292683,68.33333333333333,91.75,11.291666666666666,42.46183432700993,40.99069698509484
152,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",6,Praise God,03:46,,83,2896,29.08.2021,2021,Donda,2021.0,"['perseverance', ' faith', ' discipline']","['intensity', ' empowerment']","['intensity', 'empowerment']",40.714285714285715,35.0,40.5,54.625,40.714285714285715,35.0,40.5,54.625,-9.351514285714284,-17.249002232142853
153,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",7,Jonah,03:15,,73,2675,29.08.2021,2021,Donda,2021.0,"[' loss', ' trauma', ' loneliness']","['sorrow', ' numbness', ' despair']","['sorrow', 'numbness', 'despair']",38.333333333333336,60.0,81.0,43.166666666666664,38.333333333333336,60.0,81.0,43.166666666666664,0.5210666666666686,48.949166666666656
154,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",8,Ok Ok,03:24,,69,2670,29.08.2021,2021,Donda,2021.0,"['retaliation', ' self-worth', ' conflict']","['annoyance', ' confidence', ' detachment']","['annoyance', 'confidence', 'detachment']",33.333333333333336,40.0,46.666666666666664,54.99999999999999,33.333333333333336,40.0,46.666666666666664,54.99999999999999,-6.72,-6.033333333333331
155,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",9,Junya,02:27,,68,2712,29.08.2021,2021,Donda,2021.0,"['flexing', ' style', ' ego']","['\xa0playfulness', ' swagger']","['playfulness', 'swagger']",63.125,60.0,67.875,26.437500000000004,63.125,60.0,67.875,26.437500000000004,8.455025000000001,36.678695312500004
156,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",10,Believe What I Say,04:02,,87,2806,29.08.2021,2021,Donda,2021.0,"['trust', ' conflict', ' boundaries']","['frustration', ' clarity', ' calm']","['frustration', 'clarity', 'calm']",73.91304347826087,38.333333333333336,47.49999999999999,19.999999999999996,73.91304347826087,38.333333333333336,47.49999999999999,19.999999999999996,2.8549178743961368,6.231974637681155
157,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",11,24,03:17,,84,2757,29.08.2021,2021,Donda,2021.0,"['faith', ' perseverance', ' salvation']","['\xa0hope', ' uplift', ' comfort']","['hope', 'uplift', 'comfort']",59.61538461538461,43.333333333333336,54.166666666666664,32.916666666666664,59.61538461538461,43.333333333333336,54.166666666666664,32.916666666666664,0.13599999999999993,10.333159722222224
158,Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",12,Remote Control,03:18,,72,2691,29.08.2021,2021,Donda,2021.0,"['detachment', ' playfulness', ' surrealism']","['curiosity', ' lightness', ' confusion']","['curiosity', 'lightness', 'confusion']",59.054054054054056,61.666666666666664,74.58333333333334,29.04166666666666,59.054054054054056,61.666666666666664,74.58333333333334,29.04166666666666,9.401198998998998,44.443793215090096
